checking_status,duration,savings_status,employment,installment_commitment,age,credit_amount_log,monthly_burden,financial_stress_score,high_risk_interaction,target,credit_history_critical/other existing credit,credit_history_delayed previously,credit_history_existing paid,credit_history_no credits/all paid,personal_status_male div/sep,personal_status_male mar/wid,personal_status_male single,other_parties_guarantor,other_parties_none,property_magnitude_life insurance,property_magnitude_no known property,property_magnitude_real estate,other_payment_plans_none,other_payment_plans_stores,housing_own,housing_rent,foreign_worker_yes,purpose_risk_low_risk
2,9,3,0,2,34,7.31455283232408,166.77777777777777,5,0,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
0,6,3,2,1,28,7.232010331664759,230.33333333333334,3,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
2,12,2,3,4,27,6.858565034791365,79.25,4,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
2,24,4,0,4,36,7.923348211930154,115.0,2,0,0,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True
2,18,3,0,4,40,8.365905077202456,238.72222222222223,5,0,1,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False
0,9,1,0,4,52,6.842683282238422,104.0,1,0,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
3,12,3,2,4,27,7.063903961472068,97.33333333333333,6,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False
0,27,3,1,3,26,8.540519016719735,189.5185185185185,3,0,0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
3,12,3,1,4,21,6.805722553416985,75.16666666666667,6,0,1,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,True,True
0,12,3,0,4,38,7.310550158534422,124.58333333333333,3,0,0,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False
3,30,3,0,3,38,9.270870871716214,354.1,6,0,0,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True
0,12,3,0,4,43,7.568379267836522,161.25,3,0,0,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False
2,12,3,1,4,26,7.261927092702751,118.66666666666667,5,0,0,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False
3,24,3,2,2,21,8.790116892892472,273.6666666666667,6,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False
0,12,0,1,3,55,7.254177846456518,117.75,0,0,0,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True
0,9,4,2,1,33,8.031060180240619,341.55555555555554,0,0,0,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False
0,36,4,0,2,45,8.252185436003328,106.52777777777777,0,0,0,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False
3,27,3,4,2,50,8.574329382787047,196.03703703703704,6,1,1,False,False,False,True,False,False,True,False,True,True,False,False,False,True,True,False,True,False
1,30,3,0,4,66,7.554334823725748,63.6,4,0,1,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False
0,36,4,0,4,51,8.114623886420098,92.83333333333333,0,0,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
2,6,4,1,1,39,6.838405200847344,155.33333333333334,2,0,0,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True
3,18,3,1,3,31,8.040768994367578,172.44444444444446,6,1,0,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False
1,36,3,2,2,23,8.272315147956022,108.69444444444444,4,0,0,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False
3,24,3,2,2,24,8.013674142832684,125.875,6,0,0,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False
0,10,3,2,2,64,7.21890970761906,136.4,3,0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
2,12,3,3,4,26,6.439350371100098,52.083333333333336,5,0,0,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
3,12,4,2,4,23,7.0909098220799835,100.0,3,0,0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
0,12,3,2,4,30,6.56244409369372,58.916666666666664,3,0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False
0,24,4,2,4,32,7.999342952713282,124.08333333333333,0,0,0,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False
0,15,3,2,3,30,8.446341450444287,310.46666666666664,3,0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True
0,36,3,2,4,27,7.868636894184167,72.58333333333333,3,0,0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False
2,48,0,1,1,27,9.302190025606063,228.35416666666666,2,0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
3,12,3,0,4,53,8.970304952991755,655.4166666666666,6,0,1,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
0,9,3,1,4,22,7.2991214627108,164.22222222222223,3,0,1,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
3,24,3,3,4,22,8.055157731819678,131.20833333333334,6,0,0,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
1,36,3,2,4,26,8.345455428161928,116.94444444444444,4,0,1,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
0,9,1,0,2,51,7.827240901752812,278.55555555555554,1,0,0,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
0,12,2,1,3,35,7.669495251007694,178.41666666666666,2,0,0,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
2,18,3,2,4,25,6.7650389767805414,48.111111111111114,5,0,0,False,False,True,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False
0,4,3,1,2,42,7.3427791893318455,386.0,3,0,0,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False
3,24,3,4,4,30,7.508787170634276,75.95833333333333,6,0,1,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False
2,6,4,4,1,23,9.585758558732051,2425.8333333333335,2,0,1,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False
2,21,2,0,4,61,7.92588031673756,131.76190476190476,4,0,1,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
0,12,3,2,4,35,7.163946684342547,107.58333333333333,3,0,0,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False
3,30,3,0,1,39,7.833203948641057,84.06666666666666,6,0,0,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False
3,24,4,0,4,29,6.82001636467413,38.125,3,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
0,6,3,1,3,51,7.3752557780097545,265.8333333333333,3,0,0,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False
3,48,3,0,3,24,8.43511508038063,95.9375,6,1,1,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True
0,12,3,2,3,27,7.078341579557671,98.75,3,0,0,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False
0,12,1,2,4,35,8.145549631783584,287.25,1,0,0,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,True
0,24,3,1,4,25,7.138073034044347,52.416666666666664,3,0,0,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False
0,12,3,0,4,52,6.576469569048224,59.75,3,0,0,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False
0,6,2,2,4,35,7.094234845924755,200.66666666666666,2,0,0,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False
1,24,3,2,2,26,7.563200592358071,80.20833333333333,4,0,0,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False
0,18,3,4,3,22,6.073044534100405,24.055555555555557,3,0,1,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False
3,6,0,1,3,39,6.502790045915623,111.0,3,0,0,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False
1,12,3,2,1,46,7.719573989259581,187.58333333333334,4,0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
2,30,3,2,4,24,7.67368812926773,71.66666666666667,5,0,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
0,24,2,2,2,35,8.331345424845724,172.95833333333334,2,0,0,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False
2,9,4,1,2,24,7.616283561580385,225.55555555555554,2,0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
2,60,4,2,1,27,8.911799556189527,123.63333333333334,2,0,0,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False
0,24,3,2,4,35,7.895436006942965,111.83333333333333,3,0,0,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False
3,12,3,2,4,29,7.673223121121708,179.08333333333334,6,1,1,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
0,15,2,3,1,23,8.246171559857563,254.13333333333333,2,0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True
0,11,2,4,4,57,7.051855622955894,104.9090909090909,2,0,0,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False
3,12,3,2,2,27,7.4133673356952405,138.08333333333334,6,0,0,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False
3,24,3,0,4,55,7.38025578842646,66.79166666666667,6,0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
3,18,3,0,2,36,8.57602797713713,294.55555555555554,6,0,0,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
0,12,3,0,2,57,7.918992488165245,229.0,3,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0,10,3,0,3,32,7.116394144093465,123.1,3,0,0,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False
2,15,3,0,4,37,6.688354713946762,53.46666666666667,5,0,1,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
0,36,4,0,4,36,8.74909824839902,175.11111111111111,0,0,0,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False
0,24,3,3,4,38,7.335633981927201,63.875,3,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,14,3,0,1,45,9.102643796520809,641.2857142857143,6,0,1,False,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False
0,24,4,0,4,25,6.907755278982137,41.625,0,0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
0,18,4,1,4,32,7.887208585813932,147.88888888888889,0,0,0,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False
0,12,1,1,3,37,7.246368080102461,116.83333333333333,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
2,48,4,4,4,36,9.406729185981574,253.52083333333334,2,1,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
2,48,3,1,4,28,8.026496938945412,63.75,5,0,1,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False
3,30,3,3,1,34,9.392578591964389,399.93333333333334,6,0,1,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False
0,9,3,2,1,32,7.900266036767701,299.6666666666667,3,0,0,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False
0,18,3,2,2,26,7.785305182539862,133.55555555555554,3,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
3,12,4,0,2,49,7.141245122350491,105.16666666666667,3,0,0,False,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False
0,6,3,3,1,32,8.436416881388949,768.5,3,0,1,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False
0,24,2,2,4,29,7.550661243105336,79.20833333333333,2,0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False
0,15,0,0,3,23,8.122371243406553,224.53333333333333,0,0,0,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,True
0,12,3,2,4,50,7.362010551259734,131.16666666666666,3,0,0,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False
1,18,4,1,4,49,7.27655640271871,80.27777777777777,1,0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
0,15,4,0,4,63,7.327123292259293,101.33333333333333,0,0,0,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False
2,24,2,3,4,37,8.263332667439967,161.58333333333334,4,0,0,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False
3,47,3,3,1,35,9.280146246220145,228.12765957446808,6,0,0,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False
3,48,3,1,4,26,8.47407690034261,99.75,6,0,0,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True
2,48,2,4,2,31,8.933664178700935,157.95833333333334,4,0,0,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
2,12,3,2,4,49,6.996681488176539,91.0,5,0,0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False
3,24,3,3,4,48,6.932447891572509,42.666666666666664,6,0,1,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False
0,12,3,2,2,26,6.981934677156389,89.66666666666667,3,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False
2,36,3,3,1,28,9.148358579620302,261.05555555555554,5,0,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True
3,24,3,0,2,44,8.767173396684006,267.4583333333333,6,0,0,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True
1,42,3,0,4,56,8.475746001502063,114.19047619047619,4,0,0,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True
0,48,4,0,4,46,8.939843124278502,158.9375,0,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
2,48,3,3,1,26,9.206432747145165,207.5,5,0,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
0,12,4,3,1,20,8.450198322591959,389.5833333333333,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True
0,10,4,0,4,45,7.160845906664299,128.7,0,0,0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False
0,18,3,2,3,43,7.830425617820331,139.72222222222223,3,0,0,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False
2,21,0,1,3,32,7.917900586327916,130.71428571428572,2,0,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
0,6,3,4,1,54,6.511745329644728,112.0,3,0,0,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False
2,36,3,2,4,42,8.244071270295786,105.66666666666667,5,1,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False
1,24,4,1,4,37,7.20414929203594,56.0,1,0,1,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False
3,10,3,1,4,49,6.946013991099227,103.8,6,0,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False
0,48,1,2,2,44,9.223059144383958,210.97916666666666,1,0,1,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
0,6,0,2,4,33,7.342131730584722,257.1666666666667,0,0,0,False,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False
0,30,4,1,2,24,8.47886807709457,160.36666666666667,0,0,0,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,True,True
3,12,2,3,4,33,6.590301048196686,60.583333333333336,5,0,1,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False
2,8,3,2,3,24,7.121252453244542,154.625,5,0,1,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False
2,9,3,2,4,22,5.6240175061873385,30.666666666666668,5,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False
2,48,4,4,3,40,8.590815331286851,112.10416666666667,2,0,0,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
0,24,2,2,4,25,8.614682812693495,229.625,2,0,0,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False
1,24,3,3,2,26,8.229511118964457,156.20833333333334,4,0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
2,12,3,1,2,25,6.530877627725885,57.083333333333336,5,0,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
1,4,4,3,1,29,7.3098814858247865,373.5,1,0,0,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False
3,36,3,0,4,31,7.918264686095274,76.27777777777777,6,1,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
3,12,3,2,2,38,6.5638555265321274,59.0,6,0,0,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False
2,24,4,2,1,48,8.378390788535778,181.29166666666666,2,0,0,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False
0,12,3,2,4,32,6.553933404025811,58.416666666666664,3,0,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
3,15,3,0,1,27,8.200837258379849,242.86666666666667,6,0,0,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False
2,30,3,4,4,28,8.354674261918463,141.63333333333333,5,0,1,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False
3,24,3,3,4,32,7.569927655242652,80.75,6,0,1,False,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False
3,24,3,1,2,34,7.976251943745623,121.25,6,0,0,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True
3,18,0,2,4,28,7.886081401775745,147.72222222222223,3,0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
0,18,3,2,4,36,6.9363427358340495,57.111111111111114,3,0,0,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False
3,8,3,1,1,39,8.131236549696116,424.75,6,0,0,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False
0,12,4,0,2,49,8.665957964681349,483.4166666666667,0,0,0,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,True,False
0,24,0,1,4,34,7.330405211844402,63.541666666666664,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
1,36,3,0,4,31,8.406038142050075,124.25,4,0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
2,6,3,0,4,28,6.974478911025045,178.0,5,0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
3,24,3,4,2,75,8.797246236703527,275.625,6,0,0,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True
0,18,2,2,4,30,7.5310163320779155,103.55555555555556,2,0,1,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False
2,60,2,3,4,24,8.910450756416656,123.46666666666667,4,0,1,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False
0,48,2,2,2,24,9.357984213888745,241.45833333333334,2,0,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True
3,24,3,0,3,23,8.321421586897879,171.25,6,1,1,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False
3,6,3,2,1,44,8.127109185346375,564.0,6,0,1,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False
2,13,3,3,2,23,7.650644551436897,161.6153846153846,5,0,0,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False
3,15,4,2,4,24,7.151485463904735,85.0,3,0,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
3,24,3,2,4,28,8.335671314792847,173.70833333333334,6,0,0,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False
2,10,3,2,4,31,7.3277805384216315,152.1,5,0,0,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False
2,24,3,3,2,24,8.65591111072806,239.29166666666666,5,0,0,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
3,21,3,1,1,26,8.1886891244442,171.38095238095238,6,0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
2,18,1,3,1,25,8.075271546297458,178.5,3,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False
2,18,3,0,1,33,8.39840965542627,246.61111111111111,5,0,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
1,10,3,3,1,37,8.281470857895167,394.9,4,0,0,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False
0,15,3,2,4,43,7.286191714702382,97.26666666666667,3,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
2,13,3,3,4,23,6.78332520060396,67.84615384615384,5,0,0,True,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False
2,24,1,4,1,23,8.231908243564177,156.58333333333334,3,0,0,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False
0,6,2,2,1,34,7.463936604468925,290.5,2,0,0,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False
2,9,0,0,4,32,7.036148493750536,126.22222222222223,2,0,1,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
0,9,3,3,1,23,7.1204443723924875,137.33333333333334,3,0,0,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False
2,9,3,2,1,29,6.866933284461882,106.55555555555556,5,0,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,18,4,4,2,38,8.080237416216702,179.38888888888889,0,0,0,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True
3,12,3,2,4,28,8.732304571033183,516.5833333333334,6,1,1,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False
0,10,1,0,4,46,6.590301048196686,72.7,1,0,0,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
2,24,3,3,4,23,7.1284959456800365,51.916666666666664,5,0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False
0,12,4,0,1,49,7.754481547470383,194.25,0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False
0,36,3,2,4,26,8.403800504061147,123.97222222222223,3,0,1,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
0,12,3,2,4,28,6.655440350367647,64.66666666666667,3,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False
3,30,3,1,4,23,7.786136437783072,80.2,6,0,1,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False
2,18,4,2,4,61,7.122866658599083,68.83333333333333,2,0,0,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
1,12,4,0,2,37,8.131530710604252,283.25,1,0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
1,12,3,2,2,36,7.717796211013582,187.25,4,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
0,6,3,2,1,21,7.4770384723196965,294.3333333333333,3,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False
3,18,3,4,4,25,7.813591552952433,137.38888888888889,6,0,1,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
0,12,3,1,2,36,7.341483852363161,128.5,3,0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
0,18,3,1,3,27,8.25608813381491,213.88888888888889,3,0,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True
3,18,3,3,1,22,8.202756381655638,202.77777777777777,6,0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
3,36,3,0,4,42,8.145259566516865,95.72222222222223,6,0,1,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
2,18,3,1,2,40,8.007034012193408,166.72222222222223,5,0,0,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False
0,36,4,2,4,36,8.03268487596762,85.52777777777777,0,0,0,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False
0,18,3,0,3,33,8.711278615130434,337.22222222222223,3,0,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
0,10,3,3,1,23,7.671826797878781,214.6,3,0,0,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False
0,60,4,0,2,63,9.529303064460995,229.26666666666668,0,0,0,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
2,60,2,0,3,60,9.60123315090109,246.36666666666667,4,1,1,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
3,48,3,1,2,37,8.94715577112479,160.10416666666666,6,1,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
0,18,3,4,2,34,7.749753406274437,128.88888888888889,3,0,0,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False
0,7,4,0,3,36,6.741700694652055,120.85714285714286,0,0,0,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
2,36,3,0,4,57,9.569342605674006,397.72222222222223,5,0,1,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
0,6,2,2,4,52,5.8944028342648505,60.333333333333336,2,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
3,20,4,1,4,39,7.70210434005105,110.6,3,0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
2,18,3,4,3,38,9.470933838737231,720.8888888888889,5,0,1,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True
0,22,4,1,4,25,7.157735484249907,58.31818181818182,0,0,0,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False
1,12,3,3,4,26,7.193685818395112,110.83333333333333,4,0,0,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False
0,30,2,2,2,26,8.360071435644025,142.4,2,0,0,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False
0,18,3,2,2,25,7.713784616598755,124.33333333333333,3,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
0,18,4,3,4,21,7.027314514039777,62.55555555555556,0,0,0,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False
2,18,3,4,4,40,8.905851181208021,409.6666666666667,5,0,0,True,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,False
2,15,1,2,2,27,7.752335163302292,155.06666666666666,3,0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
0,9,3,1,3,27,7.27931883541462,161.0,3,0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
0,18,3,2,2,30,7.507141079727608,101.11111111111111,3,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False
2,12,0,3,1,19,6.891625897052253,81.91666666666667,2,0,0,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False
3,36,3,1,2,39,8.086410275323782,90.25,6,0,0,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
3,6,3,1,1,31,7.579678823090456,326.1666666666667,6,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
